"D2S11"
"24"	0
"24.2"	0
"24.3"	0.005
"25"	0
"25.2"	0
"25.3"	0.001
"26"	0.003
"27"	0.026
"28"	0.092
"28.2"	0
"28.3"	0
"29"	0.247
"29.2"	0
"29.3"	0
"30"	0.26
"30.2"	0.003
"30.3"	0.001
"31"	0.082
"31.2"	0.073
"32"	0.015
"32.2"	0.055
"33"	0.003
"33.1"	0
"33.2"	0.028
"34"	0.027
"34.1"	0.001
"34.2"	0.009
"35"	0.041
"35.2"	0
"36"	0.018
"36.1"	0.001
"37"	0.006
"38"	0.003
"39"	0
