d2F 	 d2M 	 iteration
inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	10.0	inf	9.0	inf	10.0	inf	9.0	1
inf	6.0	inf	0.0	inf	6.0	inf	0.0	inf	4.0	inf	2.0	inf	4.0	inf	2.0	2
inf	0.0	inf	2.0	inf	0.0	inf	2.0	inf	10.0	inf	12.0	inf	10.0	inf	12.0	3
inf	0.0	inf	5.0	inf	0.0	inf	5.0	inf	4.0	inf	1.0	inf	4.0	inf	1.0	4
inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	4.0	inf	5.0	inf	4.0	inf	5.0	5
inf	0.0	inf	7.0	inf	0.0	inf	7.0	inf	2.0	inf	5.0	inf	2.0	inf	5.0	6
inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	0.0	7
inf	0.0	inf	7.0	inf	0.0	inf	7.0	inf	3.0	inf	10.0	inf	3.0	inf	10.0	8
inf	0.0	inf	3.0	inf	0.0	inf	3.0	inf	2.0	inf	5.0	inf	2.0	inf	5.0	9
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	2.0	inf	3.0	inf	2.0	inf	3.0	10
inf	0.0	inf	0.0	inf	0.0	inf	0.0	inf	8.0	inf	8.0	inf	8.0	inf	8.0	11
inf	3.0	inf	0.0	inf	3.0	inf	0.0	inf	7.0	inf	10.0	inf	7.0	inf	10.0	12
inf	2.0	inf	0.0	inf	2.0	inf	0.0	inf	4.0	inf	6.0	inf	4.0	inf	6.0	13
inf	0.0	inf	12.0	inf	0.0	inf	12.0	inf	3.0	inf	9.0	inf	3.0	inf	9.0	14
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	2.0	inf	7.0	inf	2.0	inf	7.0	15
inf	0.0	inf	4.0	inf	0.0	inf	4.0	inf	1.0	inf	3.0	inf	1.0	inf	3.0	16
inf	0.0	inf	3.0	inf	0.0	inf	3.0	inf	5.0	inf	2.0	inf	5.0	inf	2.0	17
inf	0.0	inf	5.0	inf	0.0	inf	5.0	inf	4.0	inf	1.0	inf	4.0	inf	1.0	18
inf	2.0	inf	0.0	inf	2.0	inf	0.0	inf	3.0	inf	1.0	inf	3.0	inf	1.0	19
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	1.0	inf	4.0	inf	1.0	inf	4.0	20
inf	11.0	inf	0.0	inf	11.0	inf	0.0	inf	5.0	inf	6.0	inf	5.0	inf	6.0	21
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	4.0	inf	9.0	inf	4.0	inf	9.0	22
inf	3.0	inf	0.0	inf	3.0	inf	0.0	inf	6.0	inf	3.0	inf	6.0	inf	3.0	23
inf	6.0	inf	0.0	inf	6.0	inf	0.0	inf	10.0	inf	4.0	inf	10.0	inf	4.0	24
inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	5.0	inf	4.0	inf	5.0	inf	4.0	25
inf	0.0	inf	5.0	inf	0.0	inf	5.0	inf	2.0	inf	7.0	inf	2.0	inf	7.0	26
inf	4.0	inf	0.0	inf	4.0	inf	0.0	inf	10.0	inf	14.0	inf	10.0	inf	14.0	27
inf	9.0	inf	0.0	inf	9.0	inf	0.0	inf	0.0	inf	9.0	inf	0.0	inf	9.0	28
inf	0.0	inf	7.0	inf	0.0	inf	7.0	inf	5.0	inf	2.0	inf	5.0	inf	2.0	29
inf	7.0	inf	0.0	inf	7.0	inf	0.0	inf	2.0	inf	9.0	inf	2.0	inf	9.0	30
inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	2.0	inf	1.0	inf	2.0	inf	1.0	31
inf	10.0	inf	0.0	inf	10.0	inf	0.0	inf	6.0	inf	4.0	inf	6.0	inf	4.0	32
inf	0.0	inf	5.0	inf	0.0	inf	5.0	inf	3.0	inf	8.0	inf	3.0	inf	8.0	33
inf	0.0	inf	0.0	inf	0.0	inf	0.0	inf	2.0	inf	2.0	inf	2.0	inf	2.0	34
inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	2.0	inf	3.0	inf	2.0	inf	3.0	35
inf	0.0	inf	6.0	inf	0.0	inf	6.0	inf	14.0	inf	8.0	inf	14.0	inf	8.0	36
inf	0.0	inf	5.0	inf	0.0	inf	5.0	inf	3.0	inf	8.0	inf	3.0	inf	8.0	37
inf	0.0	inf	6.0	inf	0.0	inf	6.0	inf	1.0	inf	7.0	inf	1.0	inf	7.0	38
inf	0.0	inf	0.0	inf	0.0	inf	0.0	inf	13.0	inf	13.0	inf	13.0	inf	13.0	39
inf	0.0	inf	0.0	inf	0.0	inf	0.0	inf	1.0	inf	1.0	inf	1.0	inf	1.0	40
inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	4.0	inf	3.0	inf	4.0	inf	3.0	41
inf	0.0	inf	0.0	inf	0.0	inf	0.0	inf	4.0	inf	4.0	inf	4.0	inf	4.0	42
inf	3.0	inf	0.0	inf	3.0	inf	0.0	inf	0.0	inf	3.0	inf	0.0	inf	3.0	43
inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	1.0	inf	0.0	inf	1.0	inf	0.0	44
inf	0.0	inf	4.0	inf	0.0	inf	4.0	inf	3.0	inf	1.0	inf	3.0	inf	1.0	45
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	2.0	inf	7.0	inf	2.0	inf	7.0	46
inf	9.0	inf	0.0	inf	9.0	inf	0.0	inf	5.0	inf	4.0	inf	5.0	inf	4.0	47
inf	0.0	inf	2.0	inf	0.0	inf	2.0	inf	6.0	inf	4.0	inf	6.0	inf	4.0	48
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	14.0	inf	9.0	inf	14.0	inf	9.0	49
inf	11.0	inf	0.0	inf	11.0	inf	0.0	inf	10.0	inf	1.0	inf	10.0	inf	1.0	50
inf	10.0	inf	0.0	inf	10.0	inf	0.0	inf	2.0	inf	8.0	inf	2.0	inf	8.0	51
inf	6.0	inf	0.0	inf	6.0	inf	0.0	inf	2.0	inf	4.0	inf	2.0	inf	4.0	52
inf	5.0	inf	0.0	inf	5.0	inf	0.0	inf	6.0	inf	1.0	inf	6.0	inf	1.0	53
inf	0.0	inf	4.0	inf	0.0	inf	4.0	inf	8.0	inf	4.0	inf	8.0	inf	4.0	54
inf	0.0	inf	1.0	inf	0.0	inf	1.0	inf	2.0	inf	3.0	inf	2.0	inf	3.0	55
inf	0.0	inf	3.0	inf	0.0	inf	3.0	inf	2.0	inf	1.0	inf	2.0	inf	1.0	56
inf	2.0	inf	0.0	inf	2.0	inf	0.0	inf	11.0	inf	9.0	inf	11.0	inf	9.0	57
inf	1.0	inf	0.0	inf	1.0	inf	0.0	inf	10.0	inf	11.0	inf	10.0	inf	11.0	58
